"Statistic Label","Month","Local Electoral Area","Age Group","UNIT","VALUE"
"Primary Course Completed","2022 December","Listowel, Kerry","5 - 11 years","%","18.9"
"Primary Course Completed","2022 December","Listowel, Kerry","12 years and over","%","97.4"
"Primary Course Completed","2022 December","Castleisland, Kerry","5 - 11 years","%","19.4"
"Primary Course Completed","2022 December","Castleisland, Kerry","12 years and over","%","95.3"
"Primary Course Completed","2022 December","Killarney, Kerry","5 - 11 years","%","18"
"Primary Course Completed","2022 December","Killarney, Kerry","12 years and over","%","84.3"
"Primary Course Completed","2022 December","Kenmare, Kerry","5 - 11 years","%","17.1"
"Primary Course Completed","2022 December","Kenmare, Kerry","12 years and over","%","92.6"
"Primary Course Completed","2022 December","Corca Dhuibhne, Kerry","5 - 11 years","%","24.5"
"Primary Course Completed","2022 December","Corca Dhuibhne, Kerry","12 years and over","%","92.7"
"Primary Course Completed","2022 December","Tralee, Kerry","5 - 11 years","%","17.5"
"Primary Course Completed","2022 December","Tralee, Kerry","12 years and over","%","90.9"
"Primary Course Completed","2022 December","Maynooth, Kildare","5 - 11 years","%","26.6"
"Primary Course Completed","2022 December","Maynooth, Kildare","12 years and over","%","82.1"
"Primary Course Completed","2022 December","Celbridge, Kildare","5 - 11 years","%","25.3"
"Primary Course Completed","2022 December","Celbridge, Kildare","12 years and over","%","97.3"
"Primary Course Completed","2022 December","Naas, Kildare","5 - 11 years","%","25.3"
"Primary Course Completed","2022 December","Naas, Kildare","12 years and over","%","91.8"
"Primary Course Completed","2022 December","Athy, Kildare","5 - 11 years","%","21.1"
"Primary Course Completed","2022 December","Athy, Kildare","12 years and over","%","91.7"
"Primary Course Completed","2022 December","Kildare, Kildare","5 - 11 years","%","22.5"
"Primary Course Completed","2022 December","Kildare, Kildare","12 years and over","%","88.7"
"Primary Course Completed","2022 December","Clane, Kildare","5 - 11 years","%","25"
"Primary Course Completed","2022 December","Clane, Kildare","12 years and over","%","91.3"
"Primary Course Completed","2022 December","Leixlip, Kildare","5 - 11 years","%","23.3"
"Primary Course Completed","2022 December","Leixlip, Kildare","12 years and over","%","90.3"
"Primary Course Completed","2022 December","Newbridge, Kildare","5 - 11 years","%","23.1"
"Primary Course Completed","2022 December","Newbridge, Kildare","12 years and over","%","93.2"
"Primary Course Completed","2022 December","Castlecomer, Kilkenny","5 - 11 years","%","24.2"
"Primary Course Completed","2022 December","Castlecomer, Kilkenny","12 years and over","%","97.2"
"Primary Course Completed","2022 December","Kilkenny, Kilkenny","5 - 11 years","%","20.7"
"Primary Course Completed","2022 December","Kilkenny, Kilkenny","12 years and over","%","90.3"
"Primary Course Completed","2022 December","Piltown, Kilkenny","5 - 11 years","%","16.3"
"Primary Course Completed","2022 December","Piltown, Kilkenny","12 years and over","%","90.1"
"Primary Course Completed","2022 December","Callan-Thomastown, Kilkenny","5 - 11 years","%","25.2"
"Primary Course Completed","2022 December","Callan-Thomastown, Kilkenny","12 years and over","%","96.9"
"Primary Course Completed","2023 January","Borris-In-Ossory-Mountmellick, Laois","5 - 11 years","%","18"
"Primary Course Completed","2023 January","Borris-In-Ossory-Mountmellick, Laois","12 years and over","%","96.4"
"Primary Course Completed","2023 January","Portlaoise, Laois","5 - 11 years","%","17.7"
"Primary Course Completed","2023 January","Portlaoise, Laois","12 years and over","%","85.8"
"Primary Course Completed","2023 January","Graiguecullen -Portarlington, Laois","5 - 11 years","%","23"
"Primary Course Completed","2023 January","Graiguecullen -Portarlington, Laois","12 years and over","%","91.1"
"Primary Course Completed","2023 January","Carlow, Carlow","5 - 11 years","%","16.1"
"Primary Course Completed","2023 January","Carlow, Carlow","12 years and over","%","85.6"
"Primary Course Completed","2023 January","Tullow, Carlow","5 - 11 years","%","22.2"
"Primary Course Completed","2023 January","Tullow, Carlow","12 years and over","%","89.5"
"Primary Course Completed","2023 January","Muinebeag, Carlow","5 - 11 years","%","23.8"
"Primary Course Completed","2023 January","Muinebeag, Carlow","12 years and over","%","95.9"
"Primary Course Completed","2023 January","Manorhamilton, Leitrim","5 - 11 years","%","12.8"
"Primary Course Completed","2023 January","Manorhamilton, Leitrim","12 years and over","%","90.5"
"Primary Course Completed","2023 January","Ballinamore, Leitrim","5 - 11 years","%","8.7"
"Primary Course Completed","2023 January","Ballinamore, Leitrim","12 years and over","%","90.6"
"Primary Course Completed","2023 January","Carrick-On-Shannon, Leitrim","5 - 11 years","%","23"
"Primary Course Completed","2023 January","Carrick-On-Shannon, Leitrim","12 years and over","%","85.6"
"Primary Course Completed","2023 January","Newcastle West, Limerick","5 - 11 years","%","17.8"
"Primary Course Completed","2023 January","Newcastle West, Limerick","12 years and over","%","93.4"
"Primary Course Completed","2023 January","Adare-Rathkeale, Limerick","5 - 11 years","%","25"
"Primary Course Completed","2023 January","Adare-Rathkeale, Limerick","12 years and over","%","97.3"
"Primary Course Completed","2023 January","Cappamore-Kilmallock, Limerick","5 - 11 years","%","26"
"Primary Course Completed","2023 January","Cappamore-Kilmallock, Limerick","12 years and over","%","95.4"
"Primary Course Completed","2023 January","Limerick City West, Limerick","5 - 11 years","%","24"
"Primary Course Completed","2023 January","Limerick City West, Limerick","12 years and over","%","89.7"
"Primary Course Completed","2023 January","Limerick City North, Limerick","5 - 11 years","%","16.7"
"Primary Course Completed","2023 January","Limerick City North, Limerick","12 years and over","%","91.7"
"Primary Course Completed","2023 January","Limerick City East, Limerick","5 - 11 years","%","24"
"Primary Course Completed","2023 January","Limerick City East, Limerick","12 years and over","%","90"
"Primary Course Completed","2023 January","Granard, Longford","5 - 11 years","%","11"
"Primary Course Completed","2023 January","Granard, Longford","12 years and over","%","92.5"
"Primary Course Completed","2023 January","Ballymahon, Longford","5 - 11 years","%","12.4"
"Primary Course Completed","2023 January","Ballymahon, Longford","12 years and over","%","76.1"
"Primary Course Completed","2023 January","Longford, Longford","5 - 11 years","%","7.9"
"Primary Course Completed","2023 January","Longford, Longford","12 years and over","%","82.7"
"Primary Course Completed","2023 January","Dundalk-Carlingford, Louth","5 - 11 years","%","18.2"
"Primary Course Completed","2023 January","Dundalk-Carlingford, Louth","12 years and over","%","85"
"Primary Course Completed","2023 January","Dundalk South, Louth","5 - 11 years","%","17"
"Primary Course Completed","2023 January","Dundalk South, Louth","12 years and over","%","85.5"
"Primary Course Completed","2023 January","Ardee, Louth","5 - 11 years","%","19.5"
"Primary Course Completed","2023 January","Ardee, Louth","12 years and over","%","91.4"
"Primary Course Completed","2023 January","Drogheda Rural, Louth","5 - 11 years","%","21"
"Primary Course Completed","2023 January","Drogheda Rural, Louth","12 years and over","%","86.2"
"Primary Course Completed","2023 January","Drogheda Urban, Louth","5 - 11 years","%","15"
"Primary Course Completed","2023 January","Drogheda Urban, Louth","12 years and over","%","90"
"Primary Course Completed","2023 January","Ballina, Mayo","5 - 11 years","%","14"
"Primary Course Completed","2023 January","Ballina, Mayo","12 years and over","%","92.6"
"Primary Course Completed","2023 January","Claremorris, Mayo","5 - 11 years","%","14.7"
"Primary Course Completed","2023 January","Claremorris, Mayo","12 years and over","%","89"
"Primary Course Completed","2023 January","Castlebar, Mayo","5 - 11 years","%","15.6"
"Primary Course Completed","2023 January","Castlebar, Mayo","12 years and over","%","91.9"
"Primary Course Completed","2023 January","Belmullet, Mayo","5 - 11 years","%","6"
"Primary Course Completed","2023 January","Belmullet, Mayo","12 years and over","%","98.1"
"Primary Course Completed","2023 January","Westport, Mayo","5 - 11 years","%","14"
"Primary Course Completed","2023 January","Westport, Mayo","12 years and over","%","88.5"
"Primary Course Completed","2023 January","Swinford, Mayo","5 - 11 years","%","13"
"Primary Course Completed","2023 January","Swinford, Mayo","12 years and over","%","95.9"
"Primary Course Completed","2023 January","Kells, Meath","5 - 11 years","%","16"
"Primary Course Completed","2023 January","Kells, Meath","12 years and over","%","92.4"
"Primary Course Completed","2023 January","Laytown-Bettystown, Meath","5 - 11 years","%","21.2"
"Primary Course Completed","2023 January","Laytown-Bettystown, Meath","12 years and over","%","84.4"
"Primary Course Completed","2023 January","Ashbourne, Meath","5 - 11 years","%","22"
"Primary Course Completed","2023 January","Ashbourne, Meath","12 years and over","%","88.3"
"Primary Course Completed","2023 January","Ratoath, Meath","5 - 11 years","%","24.3"
"Primary Course Completed","2023 January","Ratoath, Meath","12 years and over","%","90.9"
"Primary Course Completed","2023 January","Trim, Meath","5 - 11 years","%","23"
"Primary Course Completed","2023 January","Trim, Meath","12 years and over","%","91.4"
"Primary Course Completed","2023 January","Navan, Meath","5 - 11 years","%","15"
"Primary Course Completed","2023 January","Navan, Meath","12 years and over","%","84.9"
"Primary Course Completed","2023 January","Monaghan, Monaghan","5 - 11 years","%","7.7"
"Primary Course Completed","2023 January","Monaghan, Monaghan","12 years and over","%","81.8"
"Primary Course Completed","2023 January","Carrickmacross-Castleblayney, Monaghan","5 - 11 years","%","13"
"Primary Course Completed","2023 January","Carrickmacross-Castleblayney, Monaghan","12 years and over","%","89"
"Primary Course Completed","2023 January","Ballybay-Clones, Monaghan","5 - 11 years","%","10.8"
"Primary Course Completed","2023 January","Ballybay-Clones, Monaghan","12 years and over","%","87.3"
"Primary Course Completed","2023 January","Birr, Offaly","5 - 11 years","%","17"
"Primary Course Completed","2023 January","Birr, Offaly","12 years and over","%","94.5"
"Primary Course Completed","2023 January","Tullamore, Offaly","5 - 11 years","%","19.3"
"Primary Course Completed","2023 January","Tullamore, Offaly","12 years and over","%","92.7"
"Primary Course Completed","2023 January","Edenderry, Offaly","5 - 11 years","%","18.8"
"Primary Course Completed","2023 January","Edenderry, Offaly","12 years and over","%","92.4"
"Primary Course Completed","2023 January","Boyle, Roscommon","5 - 11 years","%","14"
"Primary Course Completed","2023 January","Boyle, Roscommon","12 years and over","%","89.2"
"Primary Course Completed","2023 January","Roscommon, Roscommon","5 - 11 years","%","17"
"Primary Course Completed","2023 January","Roscommon, Roscommon","12 years and over","%","91.2"
"Primary Course Completed","2023 January","Athlone, Roscommon","5 - 11 years","%","19"
"Primary Course Completed","2023 January","Athlone, Roscommon","12 years and over","%","90.2"
"Primary Course Completed","2023 January","Ballymote-Tobercurry, Sligo","5 - 11 years","%","18"
"Primary Course Completed","2023 January","Ballymote-Tobercurry, Sligo","12 years and over","%","93.1"
"Primary Course Completed","2023 January","Sligo-Drumcliff, Sligo","5 - 11 years","%","21"
"Primary Course Completed","2023 January","Sligo-Drumcliff, Sligo","12 years and over","%","94.6"
"Primary Course Completed","2023 January","Sligo-Strandhill, Sligo","5 - 11 years","%","14.5"
"Primary Course Completed","2023 January","Sligo-Strandhill, Sligo","12 years and over","%","88.6"
"Primary Course Completed","2023 January","Cavan-Belturbet, Cavan","5 - 11 years","%","13.9"
"Primary Course Completed","2023 January","Cavan-Belturbet, Cavan","12 years and over","%","83.1"
"Primary Course Completed","2023 January","Bailieborough-Cootehill, Cavan","5 - 11 years","%","14"
"Primary Course Completed","2023 January","Bailieborough-Cootehill, Cavan","12 years and over","%","89.6"
"Primary Course Completed","2023 January","Ballyjamesduff, Cavan","5 - 11 years","%","14"
"Primary Course Completed","2023 January","Ballyjamesduff, Cavan","12 years and over","%","88.6"
"Primary Course Completed","2023 January","Nenagh, Tipperary","5 - 11 years","%","20"
"Primary Course Completed","2023 January","Nenagh, Tipperary","12 years and over","%","90.6"
"Primary Course Completed","2023 January","Roscrea-Templemore, Tipperary","5 - 11 years","%","19"
